id_estado,estado,ciudad,superficie_km2,lada,ambito,poblacion,altitud,centro,suroeste,noreste
16,Michoacán,Patambán (Patambam),,355,,,,,,
16,Michoacán,Patzímaro de Aviña,,352,,,,"(20.1394767, -102.1250253)","(20.1194767, -102.1450253)","(20.1594767, -102.1050253)"
16,Michoacán,Pedernales,,459,,,,"(19.1411498, -101.4683351)","(19.1211498, -101.4883351)","(19.1611498, -101.4483351)"
16,Michoacán,Penjamillo,,359,,,,"(20.1038257, -101.9380848)","(20.0838257, -101.9580848)","(20.1238257, -101.9180848)"
16,Michoacán,Peribán de Ramos,,354,,,,"(19.5208593, -102.4142668)","(19.4808593, -102.4542668)","(19.5608593, -102.3742668)"
16,Michoacán,Pizándaro,,426,,,,"(19.1082866, -102.5405371)","(19.0882866, -102.5605371)","(19.1282866, -102.5205371)"
16,Michoacán,Playa Azul,,753,,,,"(17.9819743, -102.348782)","(17.9619743, -102.368782)","(18.0019743, -102.328782)"
16,Michoacán,Pueblo Viejo,,451,,,,"(19.2110616, -102.5875346)","(19.1710616, -102.6275346)","(19.2510616, -102.5475346)"
16,Michoacán,Punta del Agua,,426,,,,,,
16,Michoacán,Purépero,,471,,,,"(19.9105449, -102.0070524)","(19.8705449, -102.0470524)","(19.9505449, -101.9670524)"
16,Michoacán,Puruándiro,,438,,,,"(20.088676, -101.5152172)","(20.048676, -101.5552172)","(20.128676, -101.4752172)"
16,Michoacán,Puruarán,,459,,,,"(19.0949141, -101.5229442)","(19.0749141, -101.5429442)","(19.1149141, -101.5029442)"
16,Michoacán,Queréndaro,,451,,,,"(19.8097767, -100.8836721)","(19.7697767, -100.9236721)","(19.8497767, -100.8436721)"
16,Michoacán,Quiringuicharo (La Hacienda),,328,,,,,,
16,Michoacán,Quiroga,,454,,,,"(19.6638149, -101.5240271)","(19.6238149, -101.5640271)","(19.7038149, -101.4840271)"
16,Michoacán,Rancho Nuevo,,455,,,,,,
16,Michoacán,Sahuayo,,353,,,,"(20.04813265, -102.78216369078386)","(20.0023982, -102.8648514)","(20.0935455, -102.6676974)"
16,Michoacán,Salto de Tepuxtepec,,443,,,,"(19.9907161, -100.2246976)","(19.9707161, -100.2446976)","(20.0107161, -100.2046976)"
16,Michoacán,San Andrés Coru,,423,,,,"(19.4679658, -101.9442589)","(19.4479658, -101.9642589)","(19.4879658, -101.9242589)"
16,Michoacán,San Andrés La Venta,,786,,,,,,
16,Michoacán,San Andrés Zirondaro,,454,,,,,,
16,Michoacán,San Antonio Guaracha,,353,,,,"(19.945679, -102.5557043)","(19.925679, -102.5757043)","(19.965679, -102.5357043)"
16,Michoacán,San Antonio Ocampo,,355,,,,"(19.7027116, -101.1923818)","(19.5427116, -101.3523818)","(19.8627116, -101.0323818)"
16,Michoacán,San Antonio Villalongín,,786,,,,,,
16,Michoacán,San Francisco Periban,,354,,,,"(19.5555037, -102.3993067)","(19.5355037, -102.4193067)","(19.5755037, -102.3793067)"
16,Michoacán,San José de Gracia,,381,,,,"(19.9899072, -103.0217735)","(19.9499072, -103.0617735)","(20.0299072, -102.9817735)"
16,Michoacán,San José Huipana (Huipana),,438,,,,,,
16,Michoacán,San Juan de Viña,,459,,,,,,
16,Michoacán,San Lucas,,435,,,,"(18.588040200000002, -100.79846366209705)","(18.34581, -100.8542947)","(18.8305271, -100.5881508)"
16,Michoacán,San Martín,,438,,,,,,
16,Michoacán,San Miguel Epejan,,454,,,,,,
16,Michoacán,San Pedro Jácuaro (Las Joyas),,786,,,,,,
16,Michoacán,Santa Ana Amatlán (Santa Ana),,426,,,,,,
16,Michoacán,Santa Ana Maya,,455,,,,"(20.0079446, -101.0217017)","(19.9879446, -101.0417017)","(20.0279446, -101.0017017)"
16,Michoacán,Santa Clara,,438,,,,"(19.636706150000002, -102.49130358847012)","(19.6270733, -102.4984896)","(19.6465959, -102.4869251)"
16,Michoacán,Santa Clara del Cobre,,434,,,,"(19.4062487, -101.6391737)","(19.3662487, -101.6791737)","(19.4462487, -101.5991737)"
16,Michoacán,Santa Fe del Río,,359,,,,,,
16,Michoacán,Santiago Conguripo,,454,,,,"(20.1846348, -101.7059542)","(20.1646348, -101.7259542)","(20.2046348, -101.6859542)"
16,Michoacán,Santiago Tangamandapio,,383,,,,"(19.9544065, -102.433027)","(19.9144065, -102.473027)","(19.9944065, -102.393027)"
16,Michoacán,Santiago Tingambato,,423,,,,,,
16,Michoacán,Santiago Undameo,,443,,,,"(19.5947785, -101.285578)","(19.5747785, -101.305578)","(19.6147785, -101.265578)"
16,Michoacán,Senguio,,786,,,,"(19.733214, -100.3519699)","(19.713214, -100.3719699)","(19.753214, -100.3319699)"
16,Michoacán,Susupuato de Guerrero,,786,,,,"(19.2146456, -100.4077956)","(19.1946456, -100.4277956)","(19.2346456, -100.3877956)"
16,Michoacán,Tacámbaro,,459,,,,"(19.2356879, -101.4585063)","(19.1956879, -101.4985063)","(19.2756879, -101.4185063)"
16,Michoacán,Tancítaro,,425,,,,"(19.3374692, -102.3625784)","(19.2974692, -102.4025784)","(19.3774692, -102.3225784)"
16,Michoacán,Tangancícuaro,,355,,,,"(19.8867225, -102.2056764)","(19.8467225, -102.2456764)","(19.9267225, -102.1656764)"
16,Michoacán,Tanhuato de Guerrero,,356,,,,"(20.2842519, -102.3274361)","(20.2442519, -102.3674361)","(20.3242519, -102.2874361)"
16,Michoacán,Tarímbaro,,443,,,,"(19.7949404, -101.1777984)","(19.7549404, -101.2177984)","(19.8349404, -101.1377984)"
16,Michoacán,Taretán,,422,,,,"(19.334602, -101.9175061)","(19.314602, -101.9375061)","(19.354602, -101.8975061)"
16,Michoacán,Tepalcatepec,,424,,,,"(19.1920558, -102.8453959)","(19.1520558, -102.8853959)","(19.2320558, -102.8053959)"
16,Michoacán,Ticuitaco (Tocuitaco),,352,,,,,,
16,Michoacán,Tinaja de Vargas,,356,,,,"(20.2079947, -102.2957673)","(20.1879947, -102.3157673)","(20.2279947, -102.2757673)"
16,Michoacán,Tinguindín,,354,,,,"(19.7389638, -102.4814122)","(19.6989638, -102.5214122)","(19.7789638, -102.4414122)"
16,Michoacán,Tiquicheo,,459,,,,"(18.9007868, -100.7379575)","(18.8607868, -100.7779575)","(18.9407868, -100.6979575)"
16,Michoacán,Tiripetio,,443,,,,"(19.5511093, -101.344566)","(19.5311093, -101.364566)","(19.5711093, -101.324566)"
16,Michoacán,Tlalpujahua,,711,,,,"(19.8055298, -100.1737104)","(19.7655298, -100.2137104)","(19.8455298, -100.1337104)"
16,Michoacán,Tlazazalca,,471,,,,"(19.9721142, -102.0558339)","(19.9321142, -102.0958339)","(20.0121142, -102.0158339)"
16,Michoacán,Tocumbo,,354,,,,"(19.7030687, -102.5216007)","(19.6830687, -102.5416007)","(19.7230687, -102.5016007)"
16,Michoacán,Tumbiscatio de Ruiz,,452,,,,"(18.5247572, -102.3777233)","(18.5047572, -102.3977233)","(18.5447572, -102.3577233)"
16,Michoacán,Tungareo,,443,,,,,,
16,Michoacán,Turitzio,,435,,,,,,
16,Michoacán,Tuxpan,,786,,,,"(19.5676298, -100.4627519)","(19.5276298, -100.5027519)","(19.6076298, -100.4227519)"
16,Michoacán,Tuzantla,,786,,,,"(19.2071206, -100.5734008)","(19.1871206, -100.5934008)","(19.2271206, -100.5534008)"
16,Michoacán,Tzintzingareo,,786,,,,,,
16,Michoacán,Tziritzicuaro (Nativitas),,443,,,,,,
16,Michoacán,Uruapan,,452,,,,"(19.4147269, -102.0522647)","(19.2547269, -102.2122647)","(19.5747269, -101.8922647)"
16,Michoacán,Uruetaro,,443,,,,"(19.7911085, -101.0859866)","(19.7711085, -101.1059866)","(19.8111085, -101.0659866)"
16,Michoacán,Uspero (Reynosa),,425,,,,,,
16,Michoacán,Valle de Juárez (Jerahuaro),,451,,,,,,
16,Michoacán,Venustiano Carranza,,353,,,,,,
16,Michoacán,Villa Jiménez,,454,,,,"(19.9225214, -101.746739)","(19.8825214, -101.786739)","(19.9625214, -101.706739)"
16,Michoacán,Villa Madero,,459,,,,"(19.3933817, -101.2824289)","(19.3733817, -101.3024289)","(19.4133817, -101.2624289)"
16,Michoacán,Villa Morelos,,438,,,,"(20.0033576, -101.4138299)","(19.9833576, -101.4338299)","(20.0233576, -101.3938299)"
16,Michoacán,Villamar,,383,,,,"(20.0196271, -102.5961091)","(19.9796271, -102.6361091)","(20.0596271, -102.5561091)"
16,Michoacán,Vista Hermosa,,328,,,,"(20.271818, -102.4753925)","(20.231818, -102.5153925)","(20.311818, -102.4353925)"
16,Michoacán,Yoricostio (La Villita),,459,,,,,,
16,Michoacán,Yurécuaro,,356,,,,"(20.3352383, -102.2819992)","(20.2322032, -102.3226929)","(20.3567039, -102.1163425)"
16,Michoacán,Zacapu,,436,,,,"(19.8184055, -101.792508)","(19.7784055, -101.832508)","(19.8584055, -101.752508)"
16,Michoacán,Zamora,,351,,,,"(20.0290033, -102.27126866876873)","(19.938094, -102.4072034)","(20.1095095, -102.1223637)"
16,Michoacán,Zicuiran,,425,,,,"(18.8779249, -101.9702535)","(18.8579249, -101.9902535)","(18.8979249, -101.9502535)"
16,Michoacán,Zinapécuaro,,451,,,,"(19.8581374, -100.8273916)","(19.8181374, -100.8673916)","(19.8981374, -100.7873916)"
16,Michoacán,Zinaparo,,359,,,,"(20.1729994, -101.9983909)","(20.1529994, -102.0183909)","(20.1929994, -101.9783909)"
16,Michoacán,Ziquitaro,,359,,,,,,
16,Michoacán,Ziracuaretiro,,423,,,,"(19.4165795, -101.9111206)","(19.3765795, -101.9511206)","(19.4565795, -101.8711206)"
16,Michoacán,Zirahuén,,434,,,,"(19.4532545, -101.7315908)","(19.4332545, -101.7515908)","(19.4732545, -101.7115908)"
16,Michoacán,Zitacuaro,,715,,,,"(19.4363828, -100.31786640456306)","(19.3146735, -100.4841242)","(19.5579309, -100.176715)"
17,Morelos,Acamilpa,,734,,,,"(18.6956305, -99.1521927)","(18.6949694, -99.1524147)","(18.6963825, -99.1517898)"
17,Morelos,Amacuzac,,751,,,,"(18.598405, -99.3689572)","(18.5905643, -99.3918288)","(18.6130566, -99.3611121)"
17,Morelos,Amayuca,,731,,,,"(18.7224931, -98.7969146)","(18.7024931, -98.8169146)","(18.7424931, -98.7769146)"
17,Morelos,Atlatlahucán,,735,,,,"(18.9409472, -98.88710454748202)","(18.8820167, -98.9553429)","(18.9998957, -98.835891)"
17,Morelos,Axochiapan,,769,,,,"(18.5023446, -98.7540536)","(18.4623446, -98.7940536)","(18.5423446, -98.7140536)"
17,Morelos,Chalcatzingo,,731,,,,"(18.68961755, -98.7755056443371)","(18.685471, -98.7796935)","(18.6940893, -98.7707671)"
17,Morelos,Chinameca,,735,,,,"(18.6240418, -98.9983571)","(18.5840418, -99.0383571)","(18.6640418, -98.9583571)"
17,Morelos,Coajomulco,,739,,,,"(19.0349314, -99.2046064)","(19.0149314, -99.2246064)","(19.0549314, -99.1846064)"
17,Morelos,Coatetelco,,737,,,,"(18.7291786, -99.32712947552191)","(18.7237527, -99.3426717)","(18.7343808, -99.3200983)"
17,Morelos,Coatlán del Río,,751,,,,"(18.7452025, -99.4342916)","(18.7052025, -99.4742916)","(18.7852025, -99.3942916)"
17,Morelos,Cuahuchichinola,,751,,,,,,
17,Morelos,Cuautla,,735,,,,"(18.8290118, -98.9432244)","(18.6690118, -99.1032244)","(18.9890118, -98.7832244)"
17,Morelos,Cuernavaca,,777,,,,"(18.9218274, -99.2342282)","(18.7618274, -99.3942282)","(19.0818274, -99.0742282)"
17,Morelos,Emiliano Zapata,,777,,,,"(18.83995, -99.1870274)","(18.79995, -99.2270274)","(18.87995, -99.1470274)"
17,Morelos,Felipe Neri,,735,,,,"(19.0391074, -98.9431822)","(19.0191074, -98.9631822)","(19.0591074, -98.9231822)"
17,Morelos,Huajintlán,,751,,,,"(18.6096643, -99.425394)","(18.5896643, -99.445394)","(18.6296643, -99.405394)"
17,Morelos,Huecahuasco,,731,,,,"(18.937993, -98.7819251)","(18.917993, -98.8019251)","(18.957993, -98.7619251)"
17,Morelos,Huitchila,,769,,,,"(18.6293743, -98.8980205)","(18.6273102, -98.8999397)","(18.6328513, -98.8958706)"
17,Morelos,Huitzilac,,739,,,,"(19.0281361, -99.2669765)","(19.0081361, -99.2869765)","(19.0481361, -99.2469765)"
17,Morelos,Jiutepec,,777,,,,"(18.88638935, -99.17012240115315)","(18.835966, -99.2171382)","(18.9367008, -99.1193803)"
17,Morelos,Jojutla,,734,,,,"(18.600025100000003, -99.22997156620391)","(18.5204099, -99.3019174)","(18.6794994, -99.1478727)"
17,Morelos,Jonacatepec,,735,,,,"(18.6800833, -98.8034391)","(18.6400833, -98.8434391)","(18.7200833, -98.7634391)"
17,Morelos,Jumiltepec,,731,,,,"(18.9128309, -98.776362)","(18.8728309, -98.816362)","(18.9528309, -98.736362)"
17,Morelos,Kunetzin de los Volcan,,735,,,,,,
17,Morelos,La Joya,,777,,,,"(18.889332, -99.1245073)","(18.849332, -99.1645073)","(18.929332, -99.0845073)"
17,Morelos,Marcelino Rodríguez,,769,,,,,,
17,Morelos,Miacatlán,,737,,,,"(18.765853, -99.3593994)","(18.725853, -99.3993994)","(18.805853, -99.3193994)"
17,Morelos,Michapa,,751,,,,"(18.7030459, -99.4796664)","(18.6830459, -99.4996664)","(18.7230459, -99.4596664)"
17,Morelos,Oacalco,,735,,,,"(18.9231041, -99.029846)","(18.9031041, -99.049846)","(18.9431041, -99.009846)"
17,Morelos,Oaxtepec,,735,,,,"(18.9105594, -98.9720004)","(18.8705594, -99.0120004)","(18.9505594, -98.9320004)"
17,Morelos,Pedro Amaro,,734,,,,,,
17,Morelos,Puente de Ixtla,,751,,,,"(18.6171111, -99.3192092)","(18.5771111, -99.3592092)","(18.6571111, -99.2792092)"
17,Morelos,Quebrantadero,,769,,,,"(18.5220622, -98.7904482)","(18.5020622, -98.8104482)","(18.5420622, -98.7704482)"
17,Morelos,San José Vistahermosa,,734,,,,,,
17,Morelos,San Juan Tlacotenco,,739,,,,"(19.0179177, -99.0920551)","(18.9979177, -99.1120551)","(19.0379177, -99.0720551)"
17,Morelos,San Vicente de Juárez,,735,,,,,,
17,Morelos,Santa Fe,,777,,,,,,
17,Morelos,Tehuixtla,,734,,,,"(18.6218965, -99.3190249)","(18.6218965, -99.3193783)","(18.622115, -99.3190249)"
17,Morelos,Telixtac,,769,,,,"(31.638533, -106.3773845)",,
17,Morelos,Temixco,,777,,,,"(18.8476735, -99.24559450820178)","(18.7735088, -99.3523077)","(18.9218648, -99.2031143)"
17,Morelos,Tenextepango,,735,,,,,,
17,Morelos,Tepalcingo,,769,,,,"(18.595138, -98.8450462)","(18.555138, -98.8850462)","(18.635138, -98.8050462)"
17,Morelos,Tepoztlán,,739,,,,"(18.9861456, -99.0997958)","(18.9461456, -99.1397958)","(19.0261456, -99.0597958)"
17,Morelos,Tequesquitengo,,734,,,,"(18.6191125, -99.2562099)","(18.5991125, -99.2762099)","(18.6391125, -99.2362099)"
17,Morelos,Tetecala,,751,,,,"(18.7289058, -99.398686)","(18.6889058, -99.438686)","(18.7689058, -99.358686)"
17,Morelos,Tetela del Volcán,,731,,,,"(18.8934217, -98.7291162)","(18.8534217, -98.7691162)","(18.9334217, -98.6891162)"
17,Morelos,Ticumán,,734,,,,"(18.7625812, -99.1191692)","(18.7425812, -99.1391692)","(18.7825812, -99.0991692)"
17,Morelos,Tilzapotla,,751,,,,"(18.4886977, -99.2749986)","(18.4686977, -99.2949986)","(18.5086977, -99.2549986)"
17,Morelos,Tlacotepec,,731,,,,"(18.8129994, -98.7492628)","(18.7729994, -98.7892628)","(18.8529994, -98.7092628)"
17,Morelos,Tlalnepantla,,735,,,,"(19.0084963, -98.9971161)","(18.9684963, -99.0371161)","(19.0484963, -98.9571161)"
17,Morelos,Tlaltizapan,,734,,,,"(18.6858053, -99.1192531)","(18.6458053, -99.1592531)","(18.7258053, -99.0792531)"
17,Morelos,Tlaquiltenango,,734,,,,"(18.6348438, -99.1620268)","(18.5948438, -99.2020268)","(18.6748438, -99.1220268)"
17,Morelos,Tlayacapan,,735,,,,"(18.9435437, -98.97125982688908)","(18.8936585, -99.0161826)","(18.9929089, -98.921085)"
17,Morelos,Tlayecac,,735,,,,"(18.7554715, -98.8819105)","(18.7354715, -98.9019105)","(18.7754715, -98.8619105)"
17,Morelos,Totolapan,,735,,,,"(18.99638405, -98.93154801150524)","(18.9524982, -98.9809692)","(19.0396401, -98.8680367)"
17,Morelos,Xaloxtoc,,735,,,,,,
17,Morelos,Xochitepec,,777,,,,"(18.7831747, -99.2308448)","(18.7431747, -99.2708448)","(18.8231747, -99.1908448)"
17,Morelos,Xoxocotla,,734,,,,"(18.6846227, -99.2458636)","(18.6446227, -99.2858636)","(18.7246227, -99.2058636)"
17,Morelos,Yautepec,,735,,,,"(18.86529045, -99.06188083884936)","(18.7709768, -99.1483828)","(18.9597238, -98.9329949)"
17,Morelos,Yecapixtla,,731,,,,"(18.8815313, -98.8619742)","(18.8415313, -98.9019742)","(18.9215313, -98.8219742)"
17,Morelos,Zacatepec de Hidalgo,,734,,,,"(18.6579926, -99.1899218)","(18.6179926, -99.2299218)","(18.6979926, -99.1499218)"
17,Morelos,Zacualpan,,731,,,,"(18.7882257, -98.7680532)","(18.7482257, -98.8080532)","(18.8282257, -98.7280532)"
18,Nayarit,Acaponeta,,325,,,,"(22.4933848, -105.3618849)","(22.4533848, -105.4018849)","(22.5333848, -105.3218849)"
18,Nayarit,Ahuacatlán,,324,,,,"(21.0525489, -104.4842116)","(21.0125489, -104.5242116)","(21.0925489, -104.4442116)"
18,Nayarit,Amapa,,323,,,,"(21.7844465, -105.254711)","(21.7793282, -105.2593802)","(21.7893905, -105.2486406)"
18,Nayarit,Amatlán de Cañas,,324,,,,"(20.8086848, -104.4048671)","(20.7686848, -104.4448671)","(20.8486848, -104.3648671)"
18,Nayarit,Aticama,,323,,,,"(21.4829031, -105.1986408)","(21.4629031, -105.2186408)","(21.5029031, -105.1786408)"
18,Nayarit,Bellavista,,311,,,,"(21.562103, -104.8827401)","(21.522103, -104.9227401)","(21.602103, -104.8427401)"
18,Nayarit,Boca de Camichin,,323,,,,"(21.7450391, -105.4895949)","(21.7250391, -105.5095949)","(21.7650391, -105.4695949)"
18,Nayarit,Bucerías,,329,,,,"(20.755567, -105.3343276)","(20.715567, -105.3743276)","(20.795567, -105.2943276)"
18,Nayarit,Cañada del Tabaco,,323,,,,"(21.7097838, -105.3534794)","(21.6897838, -105.3734794)","(21.7297838, -105.3334794)"
18,Nayarit,Chapalilla,,327,,,,"(21.1867479, -104.6375034)","(21.1667479, -104.6575034)","(21.2067479, -104.6175034)"
18,Nayarit,Chilapa,,319,,,,"(22.0320105, -105.2317318)","(22.0120105, -105.2517318)","(22.0520105, -105.2117318)"
18,Nayarit,Coamiles,,319,,,,"(21.9213294, -105.2543713)","(21.9013294, -105.2743713)","(21.9413294, -105.2343713)"
18,Nayarit,Compostela,,327,,,,"(21.2375206, -104.8993726)","(21.1975206, -104.9393726)","(21.2775206, -104.8593726)"
18,Nayarit,Cruz de Juanacaxtle,,329,,,,,,
18,Nayarit,El Capomo,,327,,,,"(21.6714276, -105.256652)","(21.6514276, -105.276652)","(21.6914276, -105.236652)"
18,Nayarit,El Colomo,,329,,,,"(20.8695514, -105.1565108)","(20.8495514, -105.1765108)","(20.8895514, -105.1365108)"
18,Nayarit,El Jicote,,311,,,,"(21.7256417, -105.0585088)","(21.7056417, -105.0785088)","(21.7456417, -105.0385088)"
18,Nayarit,El Tizate,,323,,,,"(21.802413, -105.115132)","(21.782413, -105.135132)","(21.822413, -105.095132)"
18,Nayarit,Estación Yago,,323,,,,"(21.8357613, -105.0633934)","(21.7957613, -105.1033934)","(21.8757613, -105.0233934)"
18,Nayarit,Felipe Carrillo Puerto,,327,,,,,,
18,Nayarit,Fracc. Emiliano Zapata,,329,,,,,,
18,Nayarit,Francisco I. Madero (Puga),,311,,,,"(21.5816319, -104.8237945)","(21.5416319, -104.8637945)","(21.6216319, -104.7837945)"
18,Nayarit,Guadalupe Victoria,,323,,,,"(21.6784858, -105.3279662)","(21.6584858, -105.3479662)","(21.6984858, -105.3079662)"
18,Nayarit,Huajicori,,325,,,,"(22.6400064, -105.3199569)","(22.6000064, -105.3599569)","(22.6800064, -105.2799569)"
18,Nayarit,Ixtapa de la Concepción,,327,,,,"(21.3075669, -105.1572061)","(21.2875669, -105.1772061)","(21.3275669, -105.1372061)"
18,Nayarit,Ixtlán del Río,,324,,,,"(21.0380383, -104.3696721)","(20.9980383, -104.4096721)","(21.0780383, -104.3296721)"
18,Nayarit,Jala,,324,,,,"(21.1031191, -104.4368432)","(21.0631191, -104.4768432)","(21.1431191, -104.3968432)"
18,Nayarit,Jalcocotán,,327,,,,"(21.4803622, -105.0994801)","(21.4403622, -105.1394801)","(21.5203622, -105.0594801)"
18,Nayarit,La Presa,,323,,,,"(21.7993897, -105.2013145)","(21.7793897, -105.2213145)","(21.8193897, -105.1813145)"
18,Nayarit,Las Varas,,327,,,,"(21.1805677, -105.1365019)","(21.1711108, -105.1463031)","(21.1904188, -105.1208627)"
18,Nayarit,Lo de Marcos,,327,,,,,,
18,Nayarit,Mecatán,,327,,,,"(21.5365013, -105.120213)","(21.5165013, -105.140213)","(21.5565013, -105.100213)"
18,Nayarit,Mezcales,,329,,,,"(20.730531, -105.2829754)","(20.690531, -105.3229754)","(20.770531, -105.2429754)"
18,Nayarit,Milpas Viejas,,389,,,,"(22.3652178, -105.4756822)","(22.3452178, -105.4956822)","(22.3852178, -105.4556822)"
18,Nayarit,Monteón,,327,,,,"(20.9907825, -105.3002458)","(20.9707825, -105.3202458)","(21.0107825, -105.2802458)"
18,Nayarit,Navarrete,,327,,,,"(21.6488235, -105.1150475)","(21.6436606, -105.1208903)","(21.6543928, -105.1102902)"
18,Nayarit,Nuevo Vallarta,,322,,,,"(20.7027575, -105.2885106)","(20.6827575, -105.3085106)","(20.7227575, -105.2685106)"
18,Nayarit,Palma Grande,,319,,,,"(21.9935073, -105.3896091)","(21.9735073, -105.4096091)","(22.0135073, -105.3696091)"
18,Nayarit,Pantanal,,311,,,,"(21.4281002, -104.8606501)","(21.3881002, -104.9006501)","(21.4681002, -104.8206501)"
18,Nayarit,Pozo de Ibarra,,323,,,,"(21.8659358, -105.2798399)","(21.8259358, -105.3198399)","(21.9059358, -105.2398399)"
18,Nayarit,Quimichis,,389,,,,"(22.3603159, -105.5383909)","(22.3203159, -105.5783909)","(22.4003159, -105.4983909)"
18,Nayarit,Rincón de Guayabitos,,327,,,,"(21.0258485, -105.2648906)","(20.9858485, -105.3048906)","(21.0658485, -105.2248906)"
18,Nayarit,Rosamorada,,319,,,,"(22.1210636, -105.2082566)","(22.0810636, -105.2482566)","(22.1610636, -105.1682566)"
18,Nayarit,Ruiz,,319,,,,"(21.9505231, -105.1461465)","(21.9105231, -105.1861465)","(21.9905231, -105.1061465)"
18,Nayarit,San Blas,,323,,,,"(21.5381431, -105.18387835294484)","(21.291871, -106.6879883)","(21.7749462, -105.0222384)"
18,Nayarit,San Cayetano,,311,,,,"(22.4526701, -105.6848502)","(22.447211, -105.6887011)","(22.456302, -105.6812666)"
18,Nayarit,San Felipe Aztatán,,389,,,,"(22.3833817, -105.4189459)","(22.3433817, -105.4589459)","(22.4233817, -105.3789459)"
18,Nayarit,San Francisco,,311,,,,"(22.287796, -104.4981337)","(22.267796, -104.5181337)","(22.307796, -104.4781337)"
18,Nayarit,San José del Valle,,329,,,,"(20.7646488, -105.2277888)","(20.7246488, -105.2677888)","(20.8046488, -105.1877888)"
18,Nayarit,San Juan de Abajo,,329,,,,"(20.8152733, -105.1920773)","(20.7752733, -105.2320773)","(20.8552733, -105.1520773)"
18,Nayarit,San Pedro Lagunillas,,327,,,,"(21.2184995, -104.7526251)","(21.1784995, -104.7926251)","(21.2584995, -104.7126251)"
18,Nayarit,San Vicente,,329,,,,"(20.7489446, -105.2507292)","(20.7089446, -105.2907292)","(20.7889446, -105.2107292)"
18,Nayarit,Santa Cruz de Miramar,,323,,,,"(21.4325777, -105.1979542)","(21.3925777, -105.2379542)","(21.4725777, -105.1579542)"
18,Nayarit,Santa María del Oro,,327,,,,"(21.34715775, -104.598736866261)","(21.0849993, -104.8044666)","(21.6081743, -104.3983112)"
18,Nayarit,Santiago Ixcuintla,,323,,,,"(21.959108, -105.55198949609715)","(21.6243529, -105.8932431)","(22.2925549, -104.8610956)"
18,Nayarit,Sauta,,323,,,,"(21.7216315, -105.1431956)","(21.7165258, -105.1479201)","(21.7301538, -105.1378536)"
18,Nayarit,Sentispac,,323,,,,"(21.8047746, -105.346014)","(21.7847746, -105.366014)","(21.8247746, -105.326014)"
18,Nayarit,Tecuala,,389,,,,"(22.3978621, -105.457236)","(22.3578621, -105.497236)","(22.4378621, -105.417236)"
18,Nayarit,Tepic,,311,,,,"(21.5043446, -104.894676)","(21.3443446, -105.054676)","(21.6643446, -104.734676)"
18,Nayarit,Tepuzhuacán,,324,,,,"(20.8769069, -104.5193265)","(20.8569069, -104.5393265)","(20.8969069, -104.4993265)"
18,Nayarit,Tetitlán,,324,,,,"(21.1272042, -104.6152884)","(21.1072042, -104.6352884)","(21.1472042, -104.5952884)"
18,Nayarit,Tuxpan,,319,,,,"(21.9926223, -105.4195939937585)","(21.849606, -105.590722)","(22.1366605, -105.2013201)"
18,Nayarit,Valle de Banderas,,329,,,,"(20.8071323, -105.24797)","(20.7671323, -105.28797)","(20.8471323, -105.20797)"
18,Nayarit,Villa Hidalgo (El Nuevo),,323,,,,"(21.7409854, -105.2313984)","(21.7297256, -105.2398714)","(21.7559933, -105.225381)"
18,Nayarit,Villa Juárez (La Trozada),,323,,,,"(21.6904536, -105.3893891)","(21.6704536, -105.4093891)","(21.7104536, -105.3693891)"
18,Nayarit,Xalisco,,311,,,,"(21.4516025, -104.8988037)","(21.4116025, -104.9388037)","(21.4916025, -104.8588037)"
18,Nayarit,Zacualpan,,327,,,,"(21.2472767, -105.165989)","(21.241649, -105.1717968)","(21.2531793, -105.1606998)"
19,Nuevo León,Agualeguas,,892,,,,"(26.3126185, -99.5374843)","(26.2726185, -99.5774843)","(26.3526185, -99.4974843)"
19,Nuevo León,Allende,,826,,,,"(25.29883425, -100.04520159024096)","(25.2241659, -100.1397979)","(25.373435, -99.9276804)"
19,Nuevo León,Aramberri,,826,,,,"(24.1028828, -99.8178742)","(24.0628828, -99.8578742)","(24.1428828, -99.7778742)"
19,Nuevo León,Atongo de Abajo,,826,,,,"(25.3602676, -99.9868163)","(25.3402676, -100.0068163)","(25.3802676, -99.9668163)"
19,Nuevo León,Bustamante,,829,,,,"(26.5330074, -100.5062411)","(26.4930074, -100.5462411)","(26.5730074, -100.4662411)"
19,Nuevo León,Cadereyta,,828,,,,"(25.6315117, -100.2857838)","(25.6311684, -100.2858553)","(25.6325147, -100.2856249)"
19,Nuevo León,Carmen,,81,,,,"(25.9368419, -100.3613419)","(25.8968419, -100.4013419)","(25.9768419, -100.3213419)"
19,Nuevo León,Cerralvo,,892,,,,"(26.0862843, -99.6157603)","(26.0462843, -99.6557603)","(26.1262843, -99.5757603)"
19,Nuevo León,China,,823,,,,"(25.491579899999998, -98.98111150455688)","(25.0671341, -99.4612273)","(25.9161824, -98.421576)"
19,Nuevo León,Ciénaga de Flores,,825,,,,,,
19,Nuevo León,Ciudad Anáhuac,,873,,,,"(25.6802019, -100.315258)","(25.5202019, -100.475258)","(25.8402019, -100.155258)"
19,Nuevo León,Ciudad Apodaca,,81,,,,"(25.84006985, -100.14263149335017)","(25.835653, -100.1481684)","(25.8446632, -100.1372105)"
